Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,label
T0005690005,23.43,C,,2.36695,B,A,3.725,1,,45,55,Male,2
T0005690006,31.14,B,7.0,2.84023,C,A,2.24875,0,,51,74,Female,1
T0005690007,61.44,B,10.0,3.21276,B,A,2.64375,2,,52,79,Female,2
T0005690008,106.22,,,2.98024,B,B,2.04,0,94.0,63,102,Female,2
T0005690009,3.89,B,10.0,2.5541,A,J,2.47625,0,41.0,56,95,Male,2
T0005690011,40.59,B,0.0,2.68281,C,B,3.5225,0,,47,62,Male,2
T0005690012,50.46,C,10.0,2.94567,A,A,2.145,1,54.0,64,82,Male,3
T0005690014,19.99,,8.0,2.95287,A,A,4.45125,0,33.0,45,63,Female,1
T0005690015,106.23,B,2.0,3.09344,B,A,3.76125,4,,50,82,Male,2
T0005690016,45.23,D,5.0,2.82071,C,E,2.55,0,,51,65,Female,3
T0005690017,30.46,A,7.0,2.78323,C,B,3.89125,0,,56,96,Male,2
T0005690021,29.4,B,3.0,2.83064,A,L,3.03,0,76.0,54,96,Male,2
T0005690022,78.96,,9.0,2.76166,C,B,1.7375,1,45.0,49,64,Male,3
T0005690023,24.76,,10.0,2.95062,A,C,3.45125,3,56.0,50,102,Male,2
T0005690025,46.17,C,10.0,,,A,1.97375,0,52.0,51,76,Male,2
T0005690026,42.28,B,10.0,,,B,3.7575,0,,45,56,Male,2
T0005690028,21.51,C,0.0,3.05358,C,A,3.485,1,,49,67,Female,2
T0005690030,65.99,,7.0,3.01774,B,A,3.19625,1,,50,81,Male,3
T0005690031,15.63,B,10.0,,,C,3.70125,1,,50,80,Male,2
T0005690032,107.42,B,7.0,3.03172,C,B,1.58625,0,,60,95,Male,1
T0005690033,54.84,C,5.0,2.85953,B,A,3.30375,0,36.0,56,73,Male,3
T0005690034,36.45,,7.0,2.40487,C,A,3.28125,0,,45,70,Male,2
T0005690036,44.17,B,2.0,2.73486,C,B,2.70875,0,35.0,49,64,Male,2
T0005690037,43.67,C,3.0,2.70031,A,A,3.68125,1,46.0,57,91,Male,3
T0005690038,55.95,A,2.0,2.9456,C,A,3.59125,0,,51,88,Male,1
T0005690040,18.89,C,1.0,2.70689,C,A,4.485,3,107.0,45,59,Male,2
T0005690043,17.18,B,9.0,2.746,C,D,0.775,0,,48,67,Male,1
T0005690046,44.21,B,5.0,2.62457,B,A,2.57375,2,,50,67,Male,3
T0005690047,30.91,A,10.0,,,A,1.4475,1,57.0,60,91,Male,2
T0005690048,64.2,A,2.0,3.21791,B,B,3.28125,1,,47,64,Male,1
T0005690050,95.0,C,9.0,,,A,2.16125,3,,63,91,Male,3
T0005690052,47.25,B,3.0,3.30111,C,L,2.94125,3,,52,76,Male,2
T0005690053,85.25,A,0.0,3.35612,C,B,3.99,0,55.0,50,75,Female,1
T0005690054,9.17,,7.0,3.04074,C,I,3.2275,2,73.0,52,72,Male,2
T0005690055,8.31,A,1.0,,,I,1.94125,1,,45,56,Male,1
T0005690056,30.5,A,0.0,2.95151,B,C,4.5425,0,84.0,50,80,Female,1
T0005690058,31.32,A,10.0,2.98108,A,B,2.71,0,92.0,50,73,Male,1
T0005690060,55.56,A,10.0,2.75493,B,D,3.44375,2,89.0,49,76,Male,3
T0005690063,19.6,,10.0,2.91645,C,A,4.7725,0,,45,76,Female,2
T0005690064,48.62,,10.0,2.69862,B,A,1.8925,1,,49,65,Male,3
T0005690069,44.11,,9.0,2.60161,B,A,1.23125,1,,50,93,Male,3
T0005690071,44.58,C,10.0,2.69382,B,A,1.40875,2,46.0,49,72,Male,3
T0005690072,18.88,D,2.0,2.62829,A,K,1.99625,0,44.0,53,68,Male,3
T0005690073,21.66,C,0.0,2.37062,A,E,2.03125,2,,53,74,Female,3
T0005690075,17.05,E,10.0,2.68642,A,B,4.0525,0,,48,59,Male,2
T0005690076,85.5,D,10.0,2.84339,B,B,1.4725,2,,53,71,Male,3
T0005690077,79.18,E,10.0,2.81008,A,B,1.07875,0,103.0,71,110,Male,3
T0005690079,55.31,A,10.0,2.83887,C,A,3.77625,2,87.0,55,76,Male,3
T0005690080,93.14,E,10.0,3.09413,C,A,2.81125,1,63.0,62,89,Male,3
T0005690081,17.93,B,3.0,2.80958,C,B,3.98625,1,61.0,51,70,Female,2
T0005690082,91.42,D,10.0,3.07726,B,F,3.19,0,44.0,49,81,Female,3
T0005690083,18.27,D,10.0,2.7017,A,B,1.9725,1,51.0,56,90,Male,3
T0005690084,42.93,E,4.0,3.12483,C,B,2.94625,0,65.0,53,86,Male,3
T0005690085,20.74,E,0.0,3.03926,A,A,4.335,0,,55,78,Male,1
T0005690088,52.89,C,10.0,2.72941,B,A,4.48625,0,40.0,48,72,Female,3
T0005690089,76.84,E,10.0,2.85715,C,A,0.695,1,48.0,55,69,Male,3
T0005690091,79.91,B,8.0,2.83225,B,A,1.14625,0,107.0,50,89,Male,3
T0005690093,35.45,,0.0,3.23162,A,A,2.96375,0,,63,92,Female,1
T0005690094,50.25,E,2.0,2.70782,B,B,1.09375,2,,64,86,Male,3
T0005690095,40.81,A,2.0,2.87253,A,A,1.99,0,,51,81,Male,1
T0005690096,25.63,C,9.0,2.4577,A,A,1.96375,0,,48,69,Female,3
T0005690100,77.56,D,10.0,,,A,2.5925,2,,63,82,Female,3
T0005690101,12.69,,,2.3451,B,A,3.63,2,67.0,48,71,Female,3
T0005690102,34.18,C,1.0,2.38392,C,H,2.55125,1,,48,74,Male,2
T0005690103,42.32,B,6.0,2.71425,C,A,2.2075,0,68.0,51,67,Male,2
T0005690104,15.59,B,1.0,2.68816,A,B,3.43,2,97.0,51,83,Male,2
T0005690106,90.02,B,0.0,2.80802,B,B,1.51125,0,,55,66,Male,2
T0005690108,24.1,C,7.0,,,A,2.40375,1,51.0,57,76,Female,3
T0005690109,27.03,A,0.0,2.82764,C,A,2.475,1,89.0,50,98,Male,1
T0005690110,20.4,A,4.0,,,A,3.76375,0,,53,76,Male,1
T0005690113,47.86,C,7.0,2.69785,C,B,3.43375,2,61.0,52,73,Female,2
T0005690114,25.34,C,10.0,2.43028,A,A,3.11375,1,51.0,44,65,Male,3
T0005690121,36.83,D,8.0,2.85297,C,B,2.00625,0,71.0,54,86,Female,3
T0005690122,36.26,A,1.0,2.68904,A,A,2.8225,2,,47,89,Male,1
T0005690123,30.68,,0.0,2.8121,C,H,4.695,2,98.0,48,77,Male,1
T0005690128,16.43,,2.0,,,G,3.095,1,70.0,44,86,Male,2
T0005690129,17.82,,,2.34626,B,B,2.195,1,59.0,50,66,Male,2
T0005690131,55.34,B,8.0,3.06292,C,A,3.3425,0,,60,93,Male,1
T0005690133,77.47,C,10.0,2.75686,C,B,1.59375,0,71.0,48,72,Female,2
T0005690135,38.4,B,7.0,2.67853,C,A,2.33125,0,,57,82,Male,2
T0005690137,76.78,D,10.0,2.7887,B,C,3.14125,0,,47,68,Male,3
T0005690142,62.53,B,0.0,2.95842,A,A,3.32,0,,50,67,Male,2
T0005690143,77.98,A,10.0,3.09022,B,B,2.18375,1,,54,84,Male,1
T0005690146,20.23,D,1.0,3.14797,C,G,4.47625,1,,47,62,Female,3
T0005690147,35.79,,10.0,,,A,3.30625,2,94.0,50,69,Male,2
T0005690149,55.17,C,10.0,2.78328,B,A,2.0875,0,104.0,49,67,Male,3
T0005690150,3.86,B,1.0,2.55246,B,D,2.87375,0,,53,76,Male,3
T0005690151,21.13,,6.0,2.95093,B,K,3.6775,4,97.0,51,77,Female,3
T0005690153,64.66,,3.0,2.6925,C,A,2.31125,0,71.0,50,74,Female,3
T0005690154,37.27,C,7.0,,,A,3.85,1,,50,67,Male,2
T0005690155,31.87,,10.0,2.51888,A,A,2.5,1,64.0,45,70,Female,3
T0005690157,15.51,,,2.77937,A,A,2.4775,0,,51,87,Male,1
T0005690158,13.95,A,1.0,2.67939,B,B,1.91125,1,58.0,55,92,Female,2
T0005690162,84.36,B,10.0,2.99571,C,A,4.7125,0,67.0,47,67,Male,1
T0005690168,24.57,B,0.0,2.82652,A,A,2.85375,3,,45,70,Male,2
T0005690169,20.97,C,0.0,,,A,2.2775,0,76.0,51,70,Female,1
T0005690171,85.06,C,4.0,,,A,4.23625,0,62.0,46,76,Male,2
T0005690173,22.22,C,10.0,3.10307,C,D,3.2675,1,68.0,59,88,Female,2
T0005690174,24.46,A,10.0,3.00265,A,A,3.39125,2,77.0,53,87,Male,1
T0005690176,46.66,D,10.0,2.62506,B,A,3.775,1,,48,63,Male,3
T0005690177,45.7,B,4.0,3.05246,A,C,3.28625,0,111.0,50,75,Male,1
T0005690180,5.22,A,1.0,2.50994,A,I,2.98125,1,109.0,47,67,Female,1
T0005690182,61.7,C,7.0,2.99982,C,A,1.26625,1,35.0,59,94,Male,2
T0005690184,32.29,D,,,,A,2.92125,0,,45,60,Female,2
T0005690189,36.16,,10.0,2.65089,C,A,2.73625,1,78.0,51,76,Male,2
T0005690190,46.62,,10.0,2.88443,A,A,3.57625,2,55.0,51,77,Male,2
T0005690193,12.01,D,10.0,2.77381,A,C,1.905,2,42.0,58,89,Male,3
T0005690194,25.04,C,0.0,2.39902,C,A,0.76375,2,,51,91,Female,3
T0005690195,24.05,,7.0,2.95778,A,A,3.96625,0,,50,82,Male,2
T0005690198,62.25,A,6.0,2.80978,C,K,4.885,0,,44,58,Male,1
T0005690201,54.19,E,9.0,2.92828,C,A,3.2225,0,,49,60,Male,2
T0005690202,72.87,A,10.0,2.69584,C,A,3.07375,1,,52,75,Male,1
T0005690203,54.79,,0.0,2.87951,B,B,2.6825,1,,50,68,Female,2
T0005690204,106.83,A,2.0,,,A,2.76125,0,,49,65,Male,3
T0005690206,16.39,C,1.0,2.40975,C,B,2.04,0,,47,61,Male,2
T0005690207,64.42,A,10.0,2.71551,C,A,2.7925,0,73.0,48,67,Male,3
T0005690208,59.02,B,5.0,2.80387,C,A,1.78,0,,63,86,Male,2
T0005690209,41.99,D,2.0,3.04506,A,A,2.8725,3,59.0,56,86,Male,3
T0005690210,27.06,C,10.0,2.69151,A,A,3.385,0,,49,65,Male,3
T0005690212,50.1,B,2.0,3.12884,B,A,3.01625,0,,52,91,Female,2
T0005690214,61.78,C,3.0,2.95485,A,A,1.16,3,,57,102,Male,2
T0005690215,92.4,C,10.0,2.87419,B,B,2.09375,0,44.0,53,77,Male,3
T0005690216,45.82,C,2.0,2.69907,A,A,4.06125,0,,44,57,Male,3
T0005690218,21.2,A,1.0,,,A,2.2925,0,,64,95,Male,1
T0005690220,85.24,D,0.0,3.02524,C,A,2.70625,0,,54,80,Male,2
T0005690221,49.51,D,5.0,2.78358,B,A,1.7425,0,,49,91,Male,3
T0005690223,20.7,C,9.0,3.02202,A,A,2.05875,3,,56,81,Female,2
T0005690225,61.13,C,5.0,2.73886,B,D,3.8575,0,,47,67,Female,3
T0005690226,37.47,C,4.0,,,A,1.71625,0,75.0,55,84,Male,3
T0005690227,30.98,,10.0,2.81667,B,A,2.53,2,,47,67,Male,2
T0005690229,16.92,,9.0,3.29553,A,C,3.65625,0,63.0,51,66,Male,2
T0005690233,78.43,D,10.0,2.944,B,A,2.8425,0,64.0,48,81,Male,3
T0005690234,37.29,B,3.0,2.58253,B,C,1.2725,1,48.0,45,60,Male,2
T0005690237,85.18,B,5.0,3.03726,A,A,3.30125,1,96.0,48,70,Male,2
T0005690239,62.77,A,2.0,2.73006,B,B,3.87375,0,,50,86,Male,1
T0005690241,108.4,B,10.0,3.25362,B,A,2.78125,0,58.0,59,88,Male,2
T0005690244,11.27,C,10.0,3.06729,C,D,1.995,1,103.0,62,101,Male,2
T0005690246,46.77,D,4.0,,,C,3.76625,0,,51,68,Female,2
T0005690247,28.75,,3.0,2.88089,A,A,2.12875,1,,56,80,Male,1
T0005690248,17.37,,10.0,2.84415,B,A,2.7,2,,49,65,Male,2
T0005690249,31.12,,0.0,2.64945,C,A,4.00375,0,,47,65,Male,2
T0005690250,38.88,E,8.0,2.50596,B,C,2.41125,0,,46,62,Female,2
T0005690252,21.52,C,4.0,3.02439,C,A,3.6225,1,79.0,54,66,Male,2
T0005690253,38.07,,,2.49119,B,A,2.08625,0,78.0,50,64,Male,2
T0005690255,107.73,C,5.0,3.09953,B,B,4.52375,0,,44,60,Male,2
T0005690256,9.06,B,9.0,2.72491,A,J,3.3425,0,,49,62,Female,2
T0005690257,29.58,A,,2.58595,B,B,2.87625,0,,47,59,Male,2
T0005690258,49.19,B,8.0,2.81941,C,C,4.48,0,,52,82,Female,2
T0005690259,31.42,C,10.0,2.84625,B,A,3.54875,2,,49,83,Male,2
T0005690260,93.62,D,,2.86127,B,A,1.0225,0,,54,73,Female,3
T0005690261,62.27,,7.0,,,F,2.3225,1,,46,71,Female,1
T0005690262,93.76,A,1.0,2.90694,B,A,0.90875,1,38.0,50,70,Male,3
T0005690263,107.89,A,0.0,3.288,C,B,2.5825,3,78.0,56,78,Male,1
T0005690264,13.15,A,10.0,2.3924,A,E,4.095,0,,53,66,Male,1
T0005690265,108.71,D,2.0,,,A,2.39125,0,,51,68,Female,3
T0005690267,60.79,B,4.0,2.68447,B,A,2.59375,0,,46,57,Female,2
T0005690270,77.8,C,0.0,2.81981,A,B,2.48875,0,,47,67,Female,3
T0005690273,6.16,A,3.0,,,G,3.745,0,,48,64,Male,1
T0005690274,11.11,C,10.0,2.38439,A,G,2.4075,0,,51,66,Male,2
T0005690275,93.74,B,5.0,2.84406,B,A,2.1025,0,,57,91,Female,2
T0005690276,93.82,E,10.0,2.96756,B,A,1.99875,0,,50,74,Male,1
T0005690278,26.64,C,4.0,2.41462,A,D,3.2175,0,,49,65,Male,3
T0005690279,85.48,E,10.0,2.87767,C,B,3.00375,1,105.0,48,74,Female,3
T0005690280,14.96,E,9.0,2.6304,C,A,1.88125,0,,48,63,Female,2
T0005690281,18.88,A,0.0,2.59537,C,A,2.25875,0,,48,70,Male,1
T0005690282,35.41,C,10.0,3.08175,C,A,2.05875,0,,62,104,Female,2
T0005690283,7.95,C,,2.16962,B,A,2.7025,0,,43,56,Male,2
T0005690284,108.47,A,10.0,2.93325,B,A,1.88125,0,,49,62,Male,3
T0005690285,52.8,A,2.0,,,B,3.01375,0,54.0,49,75,Male,1
T0005690286,46.94,A,6.0,2.99687,C,A,3.3475,2,69.0,52,72,Female,3
T0005690289,26.5,C,10.0,3.0979,B,C,4.36375,3,84.0,49,98,Female,3
T0005690291,77.91,D,4.0,2.77409,C,A,1.075,0,81.0,51,69,Male,3
T0005690292,14.73,C,10.0,2.77184,A,B,2.90375,2,57.0,53,80,Male,2
T0005690293,77.09,,3.0,3.25707,A,A,4.56625,1,88.0,52,73,Male,3
T0005690294,5.4,C,4.0,3.00024,A,G,3.405,0,55.0,47,80,Male,3
T0005690295,58.31,D,4.0,3.23724,B,B,4.14125,1,49.0,51,64,Male,3
T0005690296,30.1,D,10.0,2.79082,A,A,2.4225,2,,48,66,Male,2
T0005690299,35.5,,3.0,,,A,1.5775,0,,53,85,Male,2
T0005690300,64.53,E,8.0,2.89672,C,A,3.23125,0,92.0,52,76,Female,3
T0005690301,31.71,C,6.0,2.61323,A,B,3.57125,1,,47,59,Female,2
T0005690305,39.86,,1.0,3.26764,B,H,4.45625,2,54.0,45,88,Male,3
T0005690306,16.06,B,1.0,2.51346,C,A,4.0075,0,,48,61,Male,1
T0005690307,11.28,C,0.0,2.77763,C,D,4.385,2,50.0,57,72,Male,2
T0005690309,46.27,D,4.0,2.9409,C,A,3.1025,1,31.0,50,92,Female,3
T0005690312,55.8,E,10.0,3.01587,C,D,4.0875,0,,48,72,Female,2
T0005690313,46.85,A,7.0,,,L,3.4025,0,,53,77,Male,1
T0005690314,35.66,A,7.0,2.93391,B,A,4.945,0,,43,55,Male,1
T0005690315,36.58,B,4.0,2.73791,A,A,2.65,1,,50,74,Female,2
T0005690316,91.75,D,4.0,3.03742,B,A,4.03875,0,32.0,49,70,Male,3
T0005690318,108.56,D,10.0,3.14661,B,F,1.20625,1,66.0,56,97,Male,3
T0005690321,19.16,C,4.0,2.47467,C,A,3.08625,1,,47,63,Male,2
T0005690322,62.34,A,10.0,2.70719,C,B,1.99125,0,,46,62,Male,1
T0005690328,18.38,C,5.0,2.67571,A,G,3.975,0,,45,55,Female,2
T0005690329,91.28,A,10.0,3.06374,B,A,0.185,1,85.0,52,90,Female,3
T0005690330,60.88,A,10.0,,,A,3.3525,1,49.0,52,77,Male,1
T0005690331,29.18,E,1.0,2.81562,A,A,2.88625,0,,57,85,Female,2
T0005690333,27.83,E,1.0,2.38157,A,A,1.70625,2,45.0,53,73,Male,3
T0005690334,108.87,C,4.0,3.5365,B,A,3.35875,1,,52,72,Male,3
T0005690335,55.82,,8.0,2.71349,B,A,3.11,1,112.0,51,101,Male,1
T0005690336,31.14,,2.0,2.86524,C,A,3.06875,1,107.0,48,70,Male,3
T0005690337,26.98,A,9.0,2.41105,A,D,0.9775,2,,59,86,Female,3
T0005690338,11.76,,10.0,2.93017,B,G,1.1625,6,,52,96,Male,3
T0005690339,28.54,C,3.0,,,A,3.4825,0,,47,57,Male,2
T0005690340,30.97,A,2.0,3.23068,C,A,3.215,0,55.0,52,74,Female,1
T0005690343,106.52,C,3.0,2.99942,B,A,3.23,0,64.0,52,82,Male,2
T0005690344,64.13,B,10.0,3.09469,C,A,3.56125,0,95.0,52,75,Male,1
T0005690346,37.62,B,1.0,3.04302,B,A,3.8275,1,,47,75,Male,2
T0005690348,23.59,E,3.0,2.55179,A,D,1.6125,2,,48,75,Male,3
T0005690352,45.73,D,9.0,2.6043,C,K,3.36875,1,102.0,48,62,Female,3
T0005690355,109.22,B,1.0,3.18966,B,B,2.66125,0,56.0,57,90,Male,2
T0005690357,23.63,B,2.0,2.74909,B,B,3.43625,0,68.0,48,70,Male,2
T0005690358,85.77,C,10.0,3.22368,C,C,2.9275,1,36.0,50,69,Male,2
T0005690359,64.42,B,2.0,2.96689,C,A,4.25625,0,81.0,46,75,Male,2
T0005690360,11.67,B,6.0,2.25945,B,A,2.715,0,,44,58,Male,2
T0005690361,51.62,B,10.0,,,B,1.69,1,60.0,52,89,Male,2
T0005690362,30.63,C,6.0,3.17742,A,G,4.6875,0,60.0,46,67,Female,2
T0005690363,78.22,B,0.0,2.93244,C,A,2.68625,0,108.0,48,75,Male,2
T0005690364,107.8,,5.0,,,A,3.1075,2,31.0,61,95,Female,2
T0005690366,45.38,,,2.81347,B,A,1.915,0,55.0,48,81,Male,2
T0005690367,58.46,D,6.0,2.93187,A,A,2.86625,2,39.0,61,81,Male,2
T0005690369,71.67,B,4.0,,,A,3.53375,0,53.0,46,68,Male,2
T0005690370,41.79,,8.0,2.66058,C,B,3.92,1,55.0,50,81,Female,2
T0005690371,20.0,B,4.0,2.6034,C,A,3.1775,0,48.0,49,79,Female,2
T0005690372,27.84,A,10.0,2.8703,A,A,4.06,0,,48,71,Male,1
T0005690373,46.38,E,1.0,2.73904,A,A,2.2525,0,,54,73,Male,2
T0005690374,81.01,C,1.0,2.73402,C,B,2.58875,0,42.0,54,74,Male,2
T0005690375,62.53,C,10.0,2.92167,B,B,2.49625,1,,62,86,Male,2
T0005690376,43.69,C,8.0,2.64403,B,A,2.93125,0,,60,76,Male,3
T0005690379,14.3,C,10.0,2.77535,C,A,3.56,0,,44,57,Male,2
T0005690380,51.23,D,4.0,,,A,3.92125,1,62.0,47,72,Male,3
T0005690383,30.3,E,5.0,2.53528,C,B,3.68,0,,44,55,Male,2
T0005690384,86.2,B,10.0,2.93048,A,B,3.025,0,,50,77,Male,2
T0005690385,108.62,A,6.0,,,F,3.65,0,,68,90,Male,3
T0005690389,17.75,C,5.0,2.6532,A,C,3.12625,1,75.0,49,67,Female,2
T0005690391,62.4,C,10.0,2.62021,B,D,1.99625,0,,53,75,Male,2
T0005690398,31.15,,10.0,2.85202,C,B,2.84375,0,75.0,49,68,Female,2
T0005690399,92.88,E,5.0,2.82778,B,A,1.1825,1,94.0,52,84,Male,3
T0005690400,15.8,C,0.0,2.51052,C,B,4.27375,0,,43,65,Male,2
T0005690401,36.61,C,4.0,2.72244,C,A,3.46875,3,104.0,48,65,Female,2
T0005690402,25.41,C,1.0,2.81662,A,A,4.33625,0,75.0,46,57,Male,2
T0005690403,31.83,B,0.0,3.14913,C,A,3.38125,0,,57,85,Male,1
T0005690404,64.59,B,3.0,2.97202,B,A,3.2275,0,,49,74,Male,2
T0005690405,78.04,D,10.0,,,A,2.78,0,,54,92,Female,3
T0005690408,46.29,D,8.0,,,A,2.70125,0,,54,79,Female,3
T0005690409,36.87,C,10.0,2.78063,C,A,3.39,0,80.0,47,77,Male,2
T0005690410,38.4,,3.0,2.73937,A,B,3.53,0,107.0,51,71,Female,1
T0005690411,20.94,D,4.0,2.69795,C,A,3.05625,1,,49,62,Male,3
T0005690413,106.85,D,5.0,3.14791,C,A,3.48,1,40.0,51,89,Male,3
T0005690419,14.83,,3.0,2.75752,B,C,4.175,1,,45,63,Female,1
T0005690421,77.91,,4.0,,,K,2.96875,2,,50,72,Male,2
T0005690422,92.83,B,5.0,2.96398,B,B,2.865,0,,54,69,Female,2
T0005690423,40.25,C,10.0,,,A,3.11125,0,60.0,45,61,Female,2
T0005690424,73.19,C,5.0,2.87967,A,A,3.1025,0,,52,87,Female,2
T0005690426,45.9,B,10.0,,,E,2.70375,2,106.0,53,78,Male,2
T0005690428,29.87,B,,2.77611,C,A,4.24,1,99.0,50,67,Female,3
T0005690429,43.14,B,,2.77857,B,A,1.4425,0,,43,61,Male,2
T0005690431,108.85,,10.0,2.99613,B,A,2.78375,0,,60,78,Male,3
T0005690433,89.09,E,10.0,,,A,1.58375,0,,52,68,Male,3
T0005690434,38.06,E,0.0,2.55927,A,B,3.71625,0,92.0,43,61,Male,1
T0005690435,47.4,,9.0,,,A,2.40375,0,,47,69,Male,2
T0005690436,16.58,C,3.0,2.53584,C,A,1.245,0,69.0,46,61,Male,2
T0005690438,31.3,A,10.0,2.77996,A,H,4.575,2,,44,74,Male,1
T0005690440,47.3,C,4.0,,,A,1.55125,3,111.0,62,94,Male,2
T0005690441,84.95,,4.0,,,C,3.95375,1,111.0,48,84,Male,2
T0005690442,59.56,B,1.0,2.64007,A,B,1.8525,0,,48,74,Male,2
T0005690443,59.26,E,2.0,2.83701,C,A,2.51625,0,,51,78,Male,2
T0005690444,30.28,B,2.0,2.70164,A,B,4.01875,0,87.0,52,70,Male,3
T0005690445,40.47,,10.0,3.08539,C,A,3.0525,1,,52,90,Male,2
T0005690448,7.71,C,3.0,2.59336,A,H,3.07625,2,50.0,47,58,Male,3
T0005690449,66.98,B,3.0,2.80982,C,A,2.69375,1,57.0,53,90,Male,2
T0005690450,32.5,D,6.0,2.92663,C,B,3.6,2,46.0,49,73,Male,1
T0005690451,60.47,D,10.0,3.06406,B,A,4.35625,0,,53,69,Male,1
T0005690455,24.29,B,10.0,2.69309,C,B,3.7575,2,78.0,55,84,Female,2
T0005690457,25.56,A,3.0,,,A,2.5125,0,,45,68,Female,1
T0005690458,32.06,D,5.0,3.12042,A,I,4.03125,2,,46,61,Male,2
T0005690459,14.77,C,3.0,3.0612,B,E,3.53625,0,37.0,55,87,Male,2
T0005690460,107.58,,0.0,3.43832,B,A,3.0,0,,56,84,Female,2
T0005690461,86.27,D,0.0,2.74503,B,C,2.82875,0,,47,68,Male,3
T0005690467,86.06,A,10.0,3.39795,C,A,2.72875,1,,77,133,Female,1
T0005690468,25.87,,,2.40872,B,A,3.05875,0,98.0,47,75,Male,2
T0005690473,107.44,B,,3.22658,C,A,2.935,0,53.0,60,88,Male,1
T0005690475,37.83,A,4.0,,,A,3.38,0,36.0,57,78,Male,1
T0005690478,37.81,C,9.0,2.94416,C,A,2.5625,0,,57,85,Male,2
T0005690479,54.63,B,7.0,2.80869,A,A,2.455,0,59.0,56,72,Male,1
T0005690480,48.95,B,10.0,2.87189,B,A,3.05625,1,,49,75,Male,1
T0005690481,35.73,C,10.0,2.93163,B,A,4.02375,0,57.0,51,73,Male,2
T0005690482,84.38,D,1.0,2.80783,C,A,1.6725,0,,50,69,Female,3
T0005690487,36.18,C,2.0,2.8101,C,A,2.48,2,50.0,60,96,Male,2
T0005690488,49.67,B,6.0,2.87917,A,A,2.71625,1,,52,96,Male,2
T0005690489,30.29,B,10.0,2.82684,A,A,3.88,0,86.0,54,76,Female,2
T0005690490,8.94,C,10.0,2.69847,C,C,1.9725,3,,48,81,Male,2
T0005690491,70.96,C,7.0,2.74716,C,B,2.17125,0,,53,70,Male,2
T0005690492,35.47,D,,2.46498,B,A,2.985,2,,49,72,Female,3
T0005690493,12.13,C,8.0,2.65112,A,A,2.77375,3,,47,61,Female,2
T0005690494,28.54,C,3.0,2.83055,A,B,3.86375,1,70.0,49,72,Male,1
T0005690496,17.92,C,3.0,,,G,4.89625,1,,46,69,Male,2
T0005690497,37.31,C,8.0,2.47903,B,A,3.95,0,,48,61,Male,2
T0005690500,16.79,A,0.0,2.31633,B,F,1.395,3,,46,59,Male,1
T0005690501,30.9,,2.0,2.61996,C,A,1.26375,0,,51,68,Female,1
T0005690503,44.09,,10.0,2.81475,B,B,3.67875,0,81.0,60,78,Male,2
T0005690504,46.2,A,5.0,2.70067,A,A,1.5075,1,,51,74,Male,1
T0005690505,27.54,C,3.0,3.04518,A,A,2.35375,1,,49,79,Male,2
T0005690506,54.43,D,10.0,2.9774,B,H,4.0925,2,36.0,58,93,Male,3
T0005690507,25.07,D,1.0,2.42334,A,A,3.2275,1,,51,66,Male,3
T0005690508,6.12,B,1.0,2.82776,A,A,3.785,0,55.0,51,89,Male,2
T0005690511,61.46,B,4.0,2.97242,C,B,4.0375,1,,52,72,Male,2
T0005690513,43.55,C,3.0,2.84799,C,A,3.08375,0,47.0,57,97,Male,2
T0005690514,44.12,C,10.0,2.73442,B,A,2.895,0,,47,71,Female,3
T0005690515,78.23,,10.0,3.2313,C,A,3.12,2,68.0,60,103,Male,3
T0005690517,36.12,B,10.0,2.74245,C,A,1.4925,1,46.0,48,63,Male,2
T0005690518,68.74,,,,,B,3.7875,0,,46,65,Female,2
T0005690519,17.65,C,10.0,,,A,1.96875,0,87.0,57,74,Female,1
T0005690520,107.6,,10.0,3.05174,B,A,2.8125,1,,50,73,Male,3
T0005690523,76.76,D,8.0,,,B,2.52875,0,,57,84,Male,3
T0005690525,92.69,B,10.0,3.25521,B,A,2.31,0,,54,74,Male,1
T0005690526,30.55,A,10.0,,,A,2.82375,0,,49,71,Male,1
T0005690532,28.31,C,8.0,2.65809,A,A,1.84,0,,53,71,Male,2
T0005690533,25.5,C,10.0,2.93076,B,A,3.9925,2,56.0,55,75,Female,2
T0005690534,20.52,B,4.0,2.84083,C,A,3.44625,0,,50,63,Female,1
T0005690535,64.24,D,10.0,2.67853,B,B,2.69875,1,,47,66,Male,3
T0005690536,13.91,,3.0,2.86465,A,E,4.935,2,54.0,42,59,Male,2
T0005690537,7.67,C,3.0,,,A,2.165,4,,44,63,Male,2
T0005690538,3.97,D,7.0,2.32801,C,E,2.63375,1,,48,58,Male,3
T0005690540,59.05,C,10.0,2.86912,C,A,3.9375,0,,53,91,Male,3
T0005690541,46.19,,10.0,,,B,2.30375,2,,51,79,Female,3
T0005690543,23.43,B,2.0,2.82838,B,C,3.78875,1,,47,73,Female,2
T0005690545,107.67,E,6.0,3.14493,C,A,2.50875,1,50.0,52,76,Male,3
T0005690547,35.84,,6.0,2.65421,C,A,2.39375,0,,49,63,Female,1
T0005690548,50.68,E,3.0,2.98881,C,A,2.03125,0,,53,89,Female,1
T0005690549,25.21,C,10.0,,,A,1.035,1,75.0,69,113,Male,2
