action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,label,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Jump Shot,Jump Shot,332,20301187,33.9163,-207,128,-118.4768,0,3,0,2003-04,31,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6196
Jump Shot,Jump Shot,347,20301187,33.8653,-113,179,-118.3828,11,4,0,2003-04,25,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6197
Fadeaway Jump Shot,Jump Shot,349,20301187,34.0363,-187,8,-118.4568,10,4,0,2003-04,38,18,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6198
Jump Shot,Jump Shot,361,20301187,33.8813,158,163,-118.1118,8,4,0,2003-04,53,22,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6199
Jump Shot,Jump Shot,430,20301187,33.8043,13,240,-118.2568,3,4,0,2003-04,21,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6200
Fadeaway Jump Shot,Jump Shot,440,20301187,34.0473,187,-3,-118.0828,1,4,0,2003-04,41,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6201
Jump Shot,Jump Shot,456,20301187,33.9013,-220,143,-118.4898,0,4,0,2003-04,14,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6202
Jump Shot,Jump Shot,465,20301187,33.7893,-6,255,-118.2758,0,4,0,2003-04,1,25,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6203
Jump Shot,Jump Shot,510,20301187,33.7693,90,275,-118.1798,0,5,0,2003-04,0,28,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6204
Driving Finger Roll Shot,Layup,525,20301187,34.0443,0,0,-118.2698,3,6,0,2003-04,31,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6205
Fadeaway Jump Shot,Jump Shot,532,20301187,33.9293,146,115,-118.1238,2,6,0,2003-04,27,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6206
Jump Shot,Jump Shot,538,20301187,33.7973,15,247,-118.2548,1,6,0,2003-04,42,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6207
Jump Shot,Jump Shot,546,20301187,33.8523,-133,192,-118.4028,0,6,0,2003-04,9,23,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6208
Jump Shot,Jump Shot,558,20301187,33.8833,-200,161,-118.4698,0,6,0,2003-04,0,25,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-04-14,LAL @ POR,POR,6209
Jump Shot,Jump Shot,14,20400003,34.0473,-105,-3,-118.3748,10,1,0,2004-05,20,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6210
Jump Shot,Jump Shot,103,20400003,34.0423,92,2,-118.1778,2,1,0,2004-05,20,9,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6211
Jump Shot,Jump Shot,192,20400003,33.7973,87,247,-118.1828,6,2,0,2004-05,42,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6212
Jump Shot,Jump Shot,243,20400003,33.8353,144,209,-118.1258,1,2,0,2004-05,51,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6213
Jump Shot,Jump Shot,269,20400003,34.0533,-156,-9,-118.4258,11,3,0,2004-05,43,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6214
Layup Shot,Layup,284,20400003,34.0443,0,0,-118.2698,9,3,0,2004-05,11,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6215
Jump Shot,Jump Shot,313,20400003,33.9423,-128,102,-118.3978,5,3,0,2004-05,37,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6216
Slam Dunk Shot,Dunk,329,20400003,34.0443,0,0,-118.2698,4,3,0,2004-05,46,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6217
Jump Shot,Jump Shot,375,20400003,34.0293,149,15,-118.1208,0,3,0,2004-05,38,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6218
Fadeaway Jump Shot,Jump Shot,390,20400003,33.8383,-28,206,-118.2978,11,4,0,2004-05,8,20,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6219
Jump Shot,Jump Shot,471,20400003,33.8353,-87,209,-118.3568,3,4,0,2004-05,15,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6220
Layup Shot,Layup,484,20400003,34.0443,0,0,-118.2698,1,4,0,2004-05,35,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6221
Jump Shot,Jump Shot,492,20400003,33.8913,-128,153,-118.3978,1,4,0,2004-05,3,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6222
Turnaround Jump Shot,Jump Shot,507,20400003,33.9273,-66,117,-118.3358,0,4,0,2004-05,11,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-11-02,LAL vs. DEN,DEN,6223
Running Jump Shot,Jump Shot,2,20400014,34.0033,94,41,-118.1758,11,1,0,2004-05,46,10,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6224
Jump Shot,Jump Shot,65,20400014,33.8863,-145,158,-118.4148,4,1,0,2004-05,40,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6225
Jump Shot,Jump Shot,96,20400014,33.9063,-169,138,-118.4388,1,1,0,2004-05,43,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6226
Layup Shot,Layup,104,20400014,34.0443,0,0,-118.2698,1,1,0,2004-05,21,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6227
Jump Shot,Jump Shot,112,20400014,33.8273,95,217,-118.1748,0,1,0,2004-05,2,23,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6228
Layup Shot,Layup,130,20400014,34.0443,0,0,-118.2698,10,2,0,2004-05,50,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6229
Layup Shot,Layup,202,20400014,34.0443,0,0,-118.2698,3,2,0,2004-05,23,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6230
Jump Shot,Jump Shot,247,20400014,33.8933,112,151,-118.1578,11,3,0,2004-05,18,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6231
Reverse Dunk Shot,Dunk,281,20400014,34.0443,0,0,-118.2698,7,3,0,2004-05,39,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6232
Jump Shot,Jump Shot,290,20400014,33.8863,174,158,-118.0958,6,3,0,2004-05,46,23,1.0,3PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6233
Jump Shot,Jump Shot,299,20400014,33.8113,-62,233,-118.3318,5,3,0,2004-05,57,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6234
Jump Shot,Jump Shot,301,20400014,33.8153,-100,229,-118.3698,5,3,0,2004-05,6,24,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6235
Jump Shot,Jump Shot,326,20400014,33.8143,-89,230,-118.3588,3,3,0,2004-05,26,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6236
Reverse Layup Shot,Layup,328,20400014,34.0443,0,0,-118.2698,3,3,0,2004-05,16,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6237
Jump Shot,Jump Shot,361,20400014,33.8713,164,173,-118.1058,0,3,0,2004-05,3,23,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6238
Jump Shot,Jump Shot,365,20400014,33.8713,172,173,-118.0978,11,4,0,2004-05,44,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6239
Jump Shot,Jump Shot,381,20400014,33.8583,187,186,-118.0828,10,4,0,2004-05,1,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6240
Jump Shot,Jump Shot,405,20400014,33.9493,64,95,-118.2058,8,4,0,2004-05,4,11,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6241
Jump Shot,Jump Shot,409,20400014,33.8173,-94,227,-118.3638,7,4,0,2004-05,28,24,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6242
Jump Shot,Jump Shot,417,20400014,33.8143,-89,230,-118.3588,6,4,0,2004-05,41,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6243
Jump Shot,Jump Shot,421,20400014,33.9453,169,99,-118.1008,6,4,0,2004-05,5,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-03,LAL @ UTH,UTA,6244
Jump Shot,Jump Shot,44,20400027,33.9833,-136,61,-118.4058,6,1,0,2004-05,0,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6245
Jump Shot,Jump Shot,57,20400027,34.0443,-133,0,-118.4028,4,1,0,2004-05,31,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6246
Running Jump Shot,Jump Shot,86,20400027,33.9853,5,59,-118.2648,1,1,0,2004-05,14,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6247
Jump Shot,Jump Shot,91,20400027,33.9653,-237,79,-118.5068,0,1,0,2004-05,29,24,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6248
Jump Shot,Jump Shot,99,20400027,33.8373,126,207,-118.1438,0,1,0,2004-05,1,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6249
Jump Shot,Jump Shot,112,20400027,33.8733,62,171,-118.2078,10,2,0,2004-05,50,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6250
Jump Bank Shot,Jump Shot,126,20400027,34.0133,-159,31,-118.4288,9,2,0,2004-05,26,16,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6251
Jump Shot,Jump Shot,149,20400027,33.8913,-125,153,-118.3948,6,2,0,2004-05,59,19,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6252
Jump Shot,Jump Shot,166,20400027,33.9123,-135,132,-118.4048,4,2,0,2004-05,12,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6253
Reverse Layup Shot,Layup,169,20400027,34.0443,0,0,-118.2698,3,2,0,2004-05,49,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6254
Jump Shot,Jump Shot,218,20400027,34.0343,-128,10,-118.3978,0,2,0,2004-05,1,12,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6255
Layup Shot,Layup,223,20400027,34.0443,0,0,-118.2698,11,3,0,2004-05,44,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6256
Jump Shot,Jump Shot,296,20400027,33.8603,159,184,-118.1108,5,3,0,2004-05,9,24,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6257
Layup Shot,Layup,368,20400027,34.0443,0,0,-118.2698,10,4,0,2004-05,31,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6258
Jump Shot,Jump Shot,376,20400027,34.0293,61,15,-118.2088,9,4,0,2004-05,59,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6259
Jump Shot,Jump Shot,381,20400027,33.9633,24,81,-118.2458,9,4,0,2004-05,38,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6260
Jump Bank Shot,Jump Shot,406,20400027,34.0143,-71,30,-118.3408,7,4,0,2004-05,40,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6261
Jump Shot,Jump Shot,424,20400027,33.9683,-233,76,-118.5028,6,4,0,2004-05,5,24,1.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6262
Layup Shot,Layup,433,20400027,34.0443,0,0,-118.2698,5,4,0,2004-05,40,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6263
Jump Shot,Jump Shot,447,20400027,33.9883,-202,56,-118.4718,4,4,0,2004-05,37,20,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6264
Jump Shot,Jump Shot,469,20400027,34.0413,223,3,-118.0468,2,4,0,2004-05,22,22,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6265
Layup Shot,Layup,499,20400027,34.0443,0,0,-118.2698,0,4,0,2004-05,11,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-05,LAL vs. SAN,SAS,6266
Jump Shot,Jump Shot,61,20400044,33.9113,-182,133,-118.4518,4,1,0,2004-05,11,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6267
Jump Shot,Jump Shot,83,20400044,33.9013,-130,143,-118.3998,2,1,0,2004-05,35,19,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6268
Hook Shot,Hook Shot,96,20400044,33.9983,-3,46,-118.2728,1,1,0,2004-05,27,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6269
Hook Shot,Hook Shot,114,20400044,33.9783,26,66,-118.2438,11,2,0,2004-05,42,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6270
Jump Shot,Jump Shot,124,20400044,33.9633,-95,81,-118.3648,10,2,0,2004-05,12,12,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6271
Jump Shot,Jump Shot,126,20400044,33.9393,-97,105,-118.3668,10,2,0,2004-05,10,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6272
Jump Shot,Jump Shot,215,20400044,33.9953,-16,49,-118.2858,0,2,0,2004-05,8,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6273
Driving Finger Roll Shot,Layup,263,20400044,34.0443,0,0,-118.2698,7,3,0,2004-05,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6274
Reverse Layup Shot,Layup,281,20400044,34.0443,0,0,-118.2698,4,3,0,2004-05,9,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6275
Jump Shot,Jump Shot,304,20400044,33.8063,89,238,-118.1808,2,3,0,2004-05,13,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6276
Jump Shot,Jump Shot,322,20400044,33.8113,-130,233,-118.3998,0,3,0,2004-05,27,26,1.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6277
Layup Shot,Layup,353,20400044,34.0443,0,0,-118.2698,9,4,0,2004-05,32,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-07,LAL vs. ATL,ATL,6278
Reverse Layup Shot,Layup,36,20400053,34.0443,0,0,-118.2698,8,1,0,2004-05,55,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6279
Hook Shot,Hook Shot,48,20400053,33.9883,-3,56,-118.2728,7,1,0,2004-05,1,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6280
Layup Shot,Layup,84,20400053,34.0443,0,0,-118.2698,3,1,0,2004-05,49,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6281
Follow Up Dunk Shot,Dunk,144,20400053,34.0443,0,0,-118.2698,11,2,0,2004-05,11,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6282
Jump Shot,Jump Shot,148,20400053,34.0243,-94,20,-118.3638,10,2,0,2004-05,32,9,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6283
Jump Shot,Jump Shot,228,20400053,34.0363,-154,8,-118.4238,2,2,0,2004-05,42,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6284
Fadeaway Jump Shot,Jump Shot,247,20400053,34.0393,167,5,-118.1028,0,2,0,2004-05,46,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6285
Jump Shot,Jump Shot,253,20400053,34.0413,-235,3,-118.5048,0,2,0,2004-05,5,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6286
Jump Shot,Jump Shot,266,20400053,34.0423,233,2,-118.0368,11,3,0,2004-05,12,23,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6287
Jump Shot,Jump Shot,290,20400053,34.0503,-235,-6,-118.5048,8,3,0,2004-05,17,23,,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6288
Jump Shot,Jump Shot,306,20400053,34.0553,-230,-11,-118.4998,6,3,0,2004-05,47,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6289
Jump Shot,Jump Shot,319,20400053,33.8403,-159,204,-118.4288,5,3,0,2004-05,23,25,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6290
Jump Shot,Jump Shot,352,20400053,34.0223,166,22,-118.1038,1,3,0,2004-05,40,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6291
Jump Bank Shot,Jump Shot,398,20400053,33.9703,144,74,-118.1258,9,4,0,2004-05,49,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6292
Jump Shot,Jump Shot,403,20400053,33.9833,-153,61,-118.4228,9,4,0,2004-05,20,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6293
Jump Shot,Jump Shot,419,20400053,33.8553,54,189,-118.2158,8,4,0,2004-05,20,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6294
Jump Shot,Jump Shot,424,20400053,34.0143,120,30,-118.1498,7,4,0,2004-05,20,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6295
Jump Bank Shot,Jump Shot,459,20400053,33.9933,-149,51,-118.4188,4,4,0,2004-05,40,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-09,LAL @ NOK,NOP,6296
Jump Shot,Jump Shot,10,20400065,33.8253,138,219,-118.1318,10,1,0,2004-05,54,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-10,LAL @ MEM,MEM,6297
Layup Shot,Layup,64,20400065,34.0443,0,0,-118.2698,5,1,0,2004-05,16,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-10,LAL @ MEM,MEM,6298
Running Jump Shot,Jump Shot,67,20400065,34.0413,85,3,-118.1848,5,1,0,2004-05,0,8,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-10,LAL @ MEM,MEM,6299
Jump Shot,Jump Shot,123,20400065,33.8023,103,242,-118.1668,0,1,0,2004-05,0,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2004-11-10,LAL @ MEM,MEM,6300
Layup Shot,Layup,135,20400065,34.0443,0,0,-118.2698,11,2,0,2004-05,20,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-10,LAL @ MEM,MEM,6301
Jump Bank Shot,Jump Shot,215,20400065,33.9953,-141,49,-118.4108,4,2,0,2004-05,21,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2004-11-10,LAL @ MEM,MEM,6302
Layup Shot,Layup,229,20400065,34.0443,0,0,-118.2698,3,2,0,2004-05,52,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2004-11-10,LAL @ MEM,MEM,6303
Jump Shot,Jump Shot,239,20400065,33.9073,118,137,-118.1518,3,2,0,2004-05,8,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2004-11-10,LAL @ MEM,MEM,6304
